"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"AZE","Azerbaijan","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2017","2017",1.585959795621,,
"AZE","Azerbaijan","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2018","2018",1.0676864045005,,
"AZE","Azerbaijan","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2019","2019",2.9110858424038,,
"AZE","Azerbaijan","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2020","2020",3.2403144096999,,
"AZE","Azerbaijan","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2021","2021",3.8084736099638,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2000","2000",170.69321866853,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2001","2001",162.94011964789,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2003","2003",137.43035052123,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2004","2004",141.69837342618,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2005","2005",105.69689758435,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2006","2006",69.107085702702,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2007","2007",42.058218065943,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2008","2008",30.091306342094,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2009","2009",29.35040190253,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2010","2010",28.352172377252,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2011","2011",26.534141940704,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2012","2012",27.841595981935,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2013","2013",28.991153824694,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2014","2014",30.303136030203,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2015","2015",45.217969189452,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2016","2016",63.379712015676,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2017","2017",63.621587336967,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2018","2018",55.18707652867,,
"AZE","Azerbaijan","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2019","2019",58.122354883376,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2000","2000",0.11182068931243,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2001","2001",0.11465627773942,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2003","2003",0.12144618112483,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2004","2004",0.14807680731957,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2005","2005",0.16682853006191,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2006","2006",0.17089886912093,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2007","2007",0.1619801195623,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2008","2008",0.16774311340347,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2009","2009",0.14529615435727,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2010","2010",0.16566655607504,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2011","2011",0.19077557575524,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2012","2012",0.20869675973538,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2013","2013",0.22831532704153,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2014","2014",0.2391170539856,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2015","2015",0.24872164845247,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2016","2016",0.2459567780154,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2017","2017",0.26385135913387,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2018","2018",0.26157544273404,,
"AZE","Azerbaijan","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2019","2019",0.27932172305989,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2000","2000",619.47919381854,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2001","2001",495.35168693079,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2002","2002",452.63306201138,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2003","2003",382.62241847061,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2004","2004",301.80368212657,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2005","2005",257.33884034482,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2006","2006",247.0968797026,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2007","2007",205.24153842626,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2008","2008",173.65306800093,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2009","2009",189.66405681537,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2010","2010",178.84992788125,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2011","2011",176.04227485513,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2012","2012",177.67749799586,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2013","2013",161.28995291589,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2014","2014",147.07045166704,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2015","2015",183.94583835368,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2016","2016",226.26902554543,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2017","2017",205.70673153515,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2018","2018",197.23097494036,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2019","2019",183.23206600087,,
"BLR","Belarus","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2020","2020",172.94610433707,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2000","2000",0.64667917884567,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2001","2001",0.61640235647727,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2002","2002",0.66961784586117,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2003","2003",0.69619135899062,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2004","2004",0.71779169603416,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2005","2005",0.80445968326501,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2006","2006",0.95088217251901,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2007","2007",0.97191817593916,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2008","2008",1.1072437666516,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2009","2009",1.01517488984,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2010","2010",1.079301877426,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2011","2011",1.149143230198,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2012","2012",1.2354302541084,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2013","2013",1.2900096164324,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2014","2014",1.2267570089056,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2015","2015",1.0976175437128,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2016","2016",1.1403452116554,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2017","2017",1.1901234899417,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2018","2018",1.2543992685499,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2019","2019",1.2528982167058,,
"BLR","Belarus","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2020","2020",1.1315629333711,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2000","2000",12.385619145751,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2001","2001",12.024005805648,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2002","2002",13.011587658057,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2003","2003",13.279120671587,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2004","2004",12.826285306926,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2005","2005",14.13532164551,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2006","2006",15.960871015401,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2007","2007",16.680093064241,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2008","2008",18.057388690669,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2009","2009",17.447086382571,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2010","2010",17.21085162216,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2011","2011",19.291749252929,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2012","2012",20.279833700216,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2013","2013",21.178001543919,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2014","2014",20.414352262722,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2015","2015",19.741796184241,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2016","2016",20.376048749775,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2017","2017",20.839237391944,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2018","2018",20.732455635234,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2019","2019",21.30126223988,,
"BLR","Belarus","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2020","2020",20.21734259582,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2000","2000",84.071788702316,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2001","2001",81.381069647112,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2002","2002",82.951529840314,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2003","2003",82.210165602899,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2004","2004",81.426725225358,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2005","2005",83.44291331746,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2006","2006",81.500043084802,,
"BLR","Belarus","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2007","2007",79.473592795194,,
